,temperature_c,humidite,pression_station,pression_au_niveau_mer,precipitations_dans_les_3_dernieres_heures
2012-12-31 21:00:00+00:00,7.520000000000022,82.3,98950.0,101191.75,35.2
2013-01-01 00:00:00+00:00,7.327500000000024,84.5,98878.25,101126.5,38.0
2013-01-01 03:00:00+00:00,7.277500000000023,85.175,98859.5,101105.5,31.0
2013-01-01 06:00:00+00:00,7.200000000000024,86.0,98884.75,101132.5,28.6
2013-01-01 09:00:00+00:00,7.54250000000002,85.475,99059.25,101307.0,38.4
2013-01-01 12:00:00+00:00,8.887500000000022,79.275,99171.5,101414.25,29.799999999999997
2013-01-01 15:00:00+00:00,8.435000000000024,78.525,99251.5,101501.75,26.6
2013-01-01 18:00:00+00:00,6.410000000000023,84.4,99433.5,101695.25,16.2
2013-01-01 21:00:00+00:00,5.442500000000026,86.675,99641.25,101909.5,12.4
2013-01-02 00:00:00+00:00,4.76500000000002,87.625,99829.25,102101.0,10.4
2013-01-02 03:00:00+00:00,4.232500000000021,88.075,99978.5,102255.0,5.2
2013-01-02 06:00:00+00:00,4.010000000000024,88.0,100118.0,102396.25,2.6
2013-01-02 09:00:00+00:00,4.762500000000024,86.475,100367.5,102635.5,0.6000000000000001
2013-01-02 12:00:00+00:00,7.645000000000023,77.225,100456.0,102705.75,0.4
2013-01-02 15:00:00+00:00,8.037500000000026,74.275,100558.5,102803.25,0.4
2013-01-02 18:00:00+00:00,6.295000000000023,82.7,100734.5,102983.5,0.2
2013-01-02 21:00:00+00:00,5.567500000000024,85.6,100903.0,103148.75,2.2
2013-01-03 00:00:00+00:00,5.252500000000021,87.45,101040.5,103280.75,1.6
2013-01-03 03:00:00+00:00,5.232500000000028,87.825,101173.25,103406.0,0.8
2013-01-03 06:00:00+00:00,5.242500000000024,89.025,101288.75,103516.5,1.2
2013-01-03 09:00:00+00:00,6.210000000000025,87.05,101477.5,103694.0,1.6
2013-01-03 12:00:00+00:00,8.537500000000023,79.4,101519.0,103719.25,1.4
2013-01-03 15:00:00+00:00,9.267500000000023,77.45,101518.25,103712.0,0.8
2013-01-03 18:00:00+00:00,7.827500000000024,84.275,101626.25,103825.75,0.4
2013-01-03 21:00:00+00:00,7.377500000000022,86.225,101691.25,103892.5,0.6000000000000001
2013-01-04 00:00:00+00:00,7.1175000000000255,88.025,101684.0,103887.0,0.6000000000000001
2013-01-04 03:00:00+00:00,6.772500000000025,89.85,101628.25,103836.0,0.6000000000000001
2013-01-04 06:00:00+00:00,6.747500000000026,90.025,101575.0,103784.0,0.2
2013-01-04 09:00:00+00:00,7.540000000000023,88.625,101625.25,103827.5,0.8
2013-01-04 12:00:00+00:00,9.307500000000022,83.675,101569.5,103760.5,0.4
2013-01-04 15:00:00+00:00,9.750000000000025,82.45,101484.0,103672.25,0.2
2013-01-04 18:00:00+00:00,8.280000000000022,87.975,101464.25,103665.25,0.0
2013-01-04 21:00:00+00:00,7.705000000000022,89.7,101431.25,103639.25,0.2
2013-01-05 00:00:00+00:00,7.232500000000023,90.575,101353.25,103567.0,0.4
2013-01-05 03:00:00+00:00,6.695000000000026,90.95,101295.0,103516.25,0.4
2013-01-05 06:00:00+00:00,6.360000000000028,91.15,101216.75,103443.5,0.2
2013-01-05 09:00:00+00:00,7.077500000000022,89.3,101248.25,103471.5,1.2
2013-01-05 12:00:00+00:00,8.477500000000019,83.675,101193.75,103408.5,0.2
2013-01-05 15:00:00+00:00,8.527500000000023,82.725,101107.5,103322.0,0.2
2013-01-05 18:00:00+00:00,7.055000000000024,88.7,101107.5,103334.0,0.2
2013-01-05 21:00:00+00:00,6.627500000000024,90.225,101118.25,103345.25,0.8
2013-01-06 00:00:00+00:00,6.257500000000022,90.05,101074.5,103304.75,0.8
2013-01-06 03:00:00+00:00,5.932500000000024,90.875,101021.5,103252.25,0.2
2013-01-06 06:00:00+00:00,5.615000000000021,90.85,100961.5,103193.25,0.2
2013-01-06 09:00:00+00:00,6.027500000000023,89.675,100991.0,103222.0,0.2
2013-01-06 12:00:00+00:00,7.46000000000002,86.175,100895.0,103119.0,0.0
2013-01-06 15:00:00+00:00,7.705000000000022,85.05,100782.5,103007.5,0.0
2013-01-06 18:00:00+00:00,6.600000000000023,88.725,100729.5,102963.5,0.0
2013-01-06 21:00:00+00:00,6.095000000000023,89.35,100697.0,102937.5,0.2
2013-01-07 00:00:00+00:00,5.532500000000025,90.225,100641.0,102886.25,0.0
2013-01-07 03:00:00+00:00,5.080000000000022,91.225,100558.5,102807.5,0.2
2013-01-07 06:00:00+00:00,4.792500000000021,90.2,100505.25,102757.75,0.2
2013-01-07 09:00:00+00:00,5.012500000000026,89.65,100566.75,102819.75,0.2
2013-01-07 12:00:00+00:00,6.670000000000026,85.525,100509.25,102753.25,0.0
2013-01-07 15:00:00+00:00,6.735000000000025,85.825,100437.25,102677.75,0.4
2013-01-07 18:00:00+00:00,5.370000000000023,90.0,100471.75,102719.5,0.0
2013-01-07 21:00:00+00:00,4.730000000000021,91.0,100507.25,102755.0,0.2
2013-01-08 00:00:00+00:00,4.110000000000026,91.375,100504.75,102756.5,0.0
2013-01-08 03:00:00+00:00,3.885000000000025,91.575,100490.5,102747.25,0.0
2013-01-08 06:00:00+00:00,3.6150000000000233,91.975,100477.5,102737.75,0.0
2013-01-08 09:00:00+00:00,4.115000000000025,91.225,100584.5,102841.75,0.0
2013-01-08 12:00:00+00:00,5.737500000000017,86.175,100553.5,102807.0,0.0
2013-01-08 15:00:00+00:00,6.665000000000025,83.225,100618.25,102691.75,0.2
2013-01-08 18:00:00+00:00,4.94500000000002,88.875,100475.75,102731.75,1.0
2013-01-08 21:00:00+00:00,4.4125000000000245,90.35,100443.5,102704.25,2.0
2013-01-09 00:00:00+00:00,3.947500000000025,91.75,100364.0,102627.0,5.6
2013-01-09 03:00:00+00:00,3.510000000000024,92.025,100268.75,102536.5,5.4
2013-01-09 06:00:00+00:00,3.285000000000021,92.6,100149.5,102423.25,2.4000000000000004
2013-01-09 09:00:00+00:00,3.7350000000000207,91.725,100154.75,102427.75,1.4
2013-01-09 12:00:00+00:00,5.315000000000019,86.125,100034.0,102305.0,3.6
2013-01-09 15:00:00+00:00,5.98000000000002,85.125,99917.25,102189.0,2.2
2013-01-09 18:00:00+00:00,4.877500000000022,90.25,99873.75,102150.75,2.0
2013-01-09 21:00:00+00:00,4.472500000000023,92.45,99834.75,102116.0,2.6000000000000005
2013-01-10 00:00:00+00:00,4.435000000000022,93.075,99749.0,102033.0,3.8000000000000007
2013-01-10 03:00:00+00:00,4.705000000000022,92.85,99648.0,101931.75,6.4
2013-01-10 06:00:00+00:00,4.83000000000002,92.675,99597.25,101880.0,11.8
2013-01-10 09:00:00+00:00,5.6000000000000245,91.675,99619.0,101894.5,11.400000000000002
2013-01-10 12:00:00+00:00,7.687500000000024,86.975,99503.75,101769.25,12.200000000000005
2013-01-10 15:00:00+00:00,8.68500000000002,83.675,99397.25,101655.25,15.8
2013-01-10 18:00:00+00:00,7.745000000000023,86.475,99383.5,101643.25,33.599999999999994
2013-01-10 21:00:00+00:00,7.190000000000022,85.9,99447.75,101708.5,27.0
2013-01-11 00:00:00+00:00,6.48000000000002,85.25,99514.0,101784.75,28.4
2013-01-11 03:00:00+00:00,5.902500000000022,84.65,99551.75,101828.75,20.4
2013-01-11 06:00:00+00:00,5.255000000000024,85.075,99591.75,101879.25,20.6
2013-01-11 09:00:00+00:00,5.510000000000019,85.85,99747.25,102026.25,10.6
2013-01-11 12:00:00+00:00,8.195000000000022,73.9,99714.0,101977.75,3.0000000000000004
2013-01-11 15:00:00+00:00,8.385000000000023,70.25,99653.0,101911.0,2.4000000000000004
2013-01-11 18:00:00+00:00,5.547500000000023,81.0,99623.25,101897.25,1.4
2013-01-11 21:00:00+00:00,4.320000000000023,84.525,99560.0,101837.25,0.2
2013-01-12 00:00:00+00:00,3.4750000000000214,86.3,99439.25,101721.25,13.0
2013-01-12 03:00:00+00:00,2.9600000000000195,86.525,99282.75,101571.25,11.9
2013-01-12 06:00:00+00:00,2.757500000000016,86.7,99168.0,101458.75,22.3
2013-01-12 09:00:00+00:00,3.770000000000023,84.7,99175.25,101457.25,13.999999999999998
2013-01-12 12:00:00+00:00,6.315000000000021,78.875,99065.5,101337.5,14.8
2013-01-12 15:00:00+00:00,6.892500000000022,77.4,99001.25,101269.25,10.4
2013-01-12 18:00:00+00:00,5.08250000000002,84.475,98999.25,101280.25,18.6
2013-01-12 21:00:00+00:00,4.217500000000025,89.2,99000.5,101282.75,7.000000000000001
2013-01-13 00:00:00+00:00,3.815000000000025,89.675,98952.5,101243.25,6.200000000000001
2013-01-13 03:00:00+00:00,3.390000000000023,90.8,98946.0,101245.0,8.6
2013-01-13 06:00:00+00:00,3.4102564102564306,90.8974358974359,98878.97435897436,101239.48717948716,14.999999999999998
2013-01-13 09:00:00+00:00,3.602500000000022,89.625,99050.25,101355.25,29.0
2013-01-13 12:00:00+00:00,4.782500000000023,86.275,99070.75,101374.5,9.2
2013-01-13 15:00:00+00:00,4.877500000000021,83.875,99105.0,101410.75,20.0
2013-01-13 18:00:00+00:00,3.772500000000022,84.65,99229.0,101539.0,13.0
2013-01-13 21:00:00+00:00,2.782051282051305,84.33333333333333,99265.1282051282,101625.89743589744,10.6
2013-01-14 00:00:00+00:00,2.277500000000029,83.825,99338.25,101658.25,10.2
2013-01-14 03:00:00+00:00,1.835000000000025,83.375,99337.75,101660.25,3.4
2013-01-14 06:00:00+00:00,1.40000000000002,83.725,99314.25,101639.75,5.0
2013-01-14 09:00:00+00:00,1.8175000000000223,80.95,99391.0,101714.5,7.6
2013-01-14 12:00:00+00:00,3.270000000000023,72.65,99275.25,101594.0,5.6000000000000005
2013-01-14 15:00:00+00:00,3.25000000000002,73.85,99171.5,101489.0,12.0
2013-01-14 18:00:00+00:00,2.487500000000024,78.15,99116.25,101433.0,11.2
2013-01-14 21:00:00+00:00,1.860000000000022,81.9,98971.75,101286.75,14.6
2013-01-15 00:00:00+00:00,1.705000000000021,84.85,98777.0,101095.0,25.6
2013-01-15 03:00:00+00:00,1.8400000000000205,85.85,98628.5,100948.25,25.1
2013-01-15 06:00:00+00:00,2.047500000000022,83.425,98503.25,100828.0,35.2
2013-01-15 09:00:00+00:00,2.0825000000000258,85.65,98660.25,100983.75,43.2
2013-01-15 12:00:00+00:00,3.642500000000021,78.75,98726.0,101043.75,16.6
2013-01-15 15:00:00+00:00,4.057500000000021,73.125,98761.75,101080.0,5.0
2013-01-15 18:00:00+00:00,2.577500000000023,77.325,98850.75,101173.25,5.8
2013-01-15 21:00:00+00:00,1.937500000000021,81.075,98846.0,101171.25,5.600000000000001
2013-01-16 00:00:00+00:00,0.8974358974359222,84.7948717948718,98748.71794871795,101126.41025641024,14.999999999999998
2013-01-16 03:00:00+00:00,0.16666666666669,85.97435897435898,98615.1282051282,100997.69230769233,36.8
2013-01-16 06:00:00+00:00,-0.3899999999999778,86.35,98475.5,100819.25,36.39999999999999
2013-01-16 09:00:00+00:00,0.2375000000000213,84.325,98465.5,100807.5,47.2
2013-01-16 12:00:00+00:00,2.060000000000025,75.4,98389.75,100729.0,37.0
2013-01-16 15:00:00+00:00,1.8850000000000235,72.775,98436.75,100781.75,19.4
2013-01-16 18:00:00+00:00,-0.1824999999999704,76.9,98625.0,100979.25,20.0
2013-01-16 21:00:00+00:00,-1.4574999999999776,78.3,98774.75,101142.0,23.0
2013-01-17 00:00:00+00:00,-2.084999999999981,77.475,98912.75,101284.75,10.6
2013-01-17 03:00:00+00:00,-2.644999999999976,77.525,99042.5,101418.75,1.4
2013-01-17 06:00:00+00:00,-2.717499999999974,76.25,99132.5,101511.0,0.0
2013-01-17 09:00:00+00:00,-2.0099999999999825,74.025,99311.5,101674.25,0.4
2013-01-17 12:00:00+00:00,0.3475000000000235,64.325,99269.25,101620.5,0.0
2013-01-17 15:00:00+00:00,0.7900000000000176,62.85,99204.75,101553.0,0.2
2013-01-17 18:00:00+00:00,-1.3874999999999815,72.1,99209.0,101565.0,0.8
2013-01-17 21:00:00+00:00,-2.429999999999977,75.725,99124.75,101485.25,1.6
2013-01-18 00:00:00+00:00,-2.872499999999975,77.225,98900.75,101265.0,5.8
2013-01-18 03:00:00+00:00,-2.974999999999977,77.95,98683.0,101046.5,8.2
2013-01-18 06:00:00+00:00,-2.962499999999976,82.45,98499.5,100862.5,16.0
2013-01-18 09:00:00+00:00,-1.989999999999981,81.325,98336.25,100690.0,7.399999999999999
2013-01-18 12:00:00+00:00,0.342500000000021,75.75,98056.75,100397.75,3.6
2013-01-18 15:00:00+00:00,0.9051282051282346,77.82051282051282,97821.53846153848,100111.28205128205,10.2
2013-01-18 18:00:00+00:00,0.9175000000000196,84.15,97601.75,99942.75,26.0
2013-01-18 21:00:00+00:00,0.5666666666666891,86.28205128205128,97525.3846153846,99821.02564102564,29.6
2013-01-19 00:00:00+00:00,0.8750000000000284,90.725,97298.5,99642.25,18.6
2013-01-19 03:00:00+00:00,1.0850000000000264,93.3,97141.25,99521.5,12.4
2013-01-19 06:00:00+00:00,1.1575000000000244,93.125,96926.5,99277.0,15.599999999999996
2013-01-19 09:00:00+00:00,1.7800000000000211,91.925,96832.75,99184.25,18.4
2013-01-19 12:00:00+00:00,2.885000000000025,89.0,96690.75,99039.75,18.8
2013-01-19 15:00:00+00:00,3.3675000000000224,87.95,96596.0,98945.75,20.800000000000004
2013-01-19 18:00:00+00:00,3.170000000000017,88.375,96668.75,99021.0,46.00000000000001
2013-01-19 21:00:00+00:00,2.937500000000024,89.1,96703.5,99059.0,76.8
2013-01-20 00:00:00+00:00,2.8500000000000254,89.25,96713.5,99071.75,75.0
2013-01-20 03:00:00+00:00,2.30750000000002,89.225,96822.5,99190.25,83.00000000000001
2013-01-20 06:00:00+00:00,1.5850000000000235,89.075,96961.75,99333.25,64.0
2013-01-20 09:00:00+00:00,2.0200000000000244,88.475,97161.5,99585.75,43.0
2013-01-20 12:00:00+00:00,2.782500000000021,83.075,97240.75,99658.25,20.4
2013-01-20 15:00:00+00:00,2.965000000000026,81.3,97293.5,99704.75,20.8
2013-01-20 18:00:00+00:00,1.960000000000025,84.475,97383.0,99798.75,6.0
2013-01-20 21:00:00+00:00,1.492500000000024,86.425,97423.25,99837.75,4.8
2013-01-21 00:00:00+00:00,1.575000000000027,87.6,97382.5,99801.75,12.2
2013-01-21 03:00:00+00:00,1.832500000000023,88.2,97334.0,99752.75,14.0
2013-01-21 06:00:00+00:00,2.1925000000000225,88.05,97356.5,99767.75,19.59999999999999
2013-01-21 09:00:00+00:00,3.185000000000025,84.325,97509.75,99909.25,14.8
2013-01-21 12:00:00+00:00,4.59250000000002,79.2,97597.0,99923.0,16.599999999999998
2013-01-21 15:00:00+00:00,4.810000000000026,77.15,97691.75,100017.0,16.2
2013-01-21 18:00:00+00:00,3.570000000000019,82.05,97889.5,100219.0,12.000000000000002
2013-01-21 21:00:00+00:00,2.8725000000000223,84.725,98032.25,100360.25,12.199999999999998
2013-01-22 00:00:00+00:00,2.4625000000000186,85.95,98066.5,100395.25,7.2
2013-01-22 03:00:00+00:00,2.1350000000000198,86.325,98022.5,100351.25,7.4
2013-01-22 06:00:00+00:00,1.8900000000000208,87.05,97956.0,100285.0,8.2
2013-01-22 09:00:00+00:00,3.015384615384638,82.87179487179488,97926.41025641024,100284.8717948718,12.2
2013-01-22 12:00:00+00:00,5.34250000000002,74.25,97934.0,100235.75,16.6
2013-01-22 15:00:00+00:00,5.685000000000022,73.25,97878.5,100181.0,13.599999999999998
2013-01-22 18:00:00+00:00,3.7400000000000206,82.425,97945.75,100261.25,13.2
2013-01-22 21:00:00+00:00,2.700000000000024,86.5,98030.25,100353.5,18.0
2013-01-23 00:00:00+00:00,2.237500000000024,87.9,98073.0,100402.25,24.6
2013-01-23 03:00:00+00:00,1.8250000000000213,88.55,98102.0,100440.25,5.4
2013-01-23 06:00:00+00:00,1.765000000000022,89.625,98144.0,100488.0,21.0
2013-01-23 09:00:00+00:00,2.5875000000000243,88.775,98317.75,100654.5,37.6
2013-01-23 12:00:00+00:00,4.247500000000024,83.225,98395.75,100718.5,25.2
2013-01-23 15:00:00+00:00,4.570000000000024,80.875,98413.75,100732.75,20.8
2013-01-23 18:00:00+00:00,3.4550000000000267,83.775,98453.75,100775.5,8.799999999999999
2013-01-23 21:00:00+00:00,2.977500000000016,85.975,98399.75,100723.75,3.6000000000000005
2013-01-24 00:00:00+00:00,2.300000000000023,87.625,98320.0,100651.75,15.8
2013-01-24 03:00:00+00:00,1.7800000000000211,88.85,98317.75,100655.0,12.2
2013-01-24 06:00:00+00:00,1.5025000000000233,89.875,98423.25,100761.5,14.8
2013-01-24 09:00:00+00:00,2.2150000000000203,86.15,98622.25,100956.5,8.8
2013-01-24 12:00:00+00:00,3.850000000000023,76.975,98794.25,101123.0,0.8
2013-01-24 15:00:00+00:00,3.83250000000002,73.9,98899.75,101229.25,2.8
2013-01-24 18:00:00+00:00,2.122500000000021,77.65,99141.75,101474.5,1.6
2013-01-24 21:00:00+00:00,0.7717948717948971,81.33333333333333,99249.48717948716,101641.28205128205,4.0
2013-01-25 00:00:00+00:00,0.0300000000000224,78.95,99357.5,101692.0,0.4
2013-01-25 03:00:00+00:00,-0.902499999999975,80.775,99375.5,101713.75,0.0
2013-01-25 06:00:00+00:00,-1.4717948717948492,82.02564102564102,99452.05128205128,101732.05128205128,0.0
2013-01-25 09:00:00+00:00,-0.441025641025616,78.25641025641026,99396.41025641024,101766.66666666669,0.0
2013-01-25 12:00:00+00:00,1.9525000000000208,71.55,99378.25,101693.5,0.2
2013-01-25 15:00:00+00:00,2.877500000000026,69.475,99193.0,101502.5,1.0
2013-01-25 18:00:00+00:00,0.9675000000000182,78.425,99069.0,101392.0,8.2
2013-01-25 21:00:00+00:00,-0.0024999999999764,82.075,98832.5,101160.5,27.2
2013-01-26 00:00:00+00:00,0.0250000000000255,83.75,98621.0,100947.5,32.0
2013-01-26 03:00:00+00:00,0.3300000000000267,85.425,98534.0,100862.25,63.6
2013-01-26 06:00:00+00:00,0.830769230769255,86.41025641025641,98694.8717948718,101060.51282051284,30.4
2013-01-26 09:00:00+00:00,2.0850000000000195,83.525,98982.0,101298.25,8.0
2013-01-26 12:00:00+00:00,5.195000000000027,76.1,99223.0,101517.5,6.000000000000001
2013-01-26 15:00:00+00:00,6.147500000000022,74.575,99319.0,101606.5,0.8
2013-01-26 18:00:00+00:00,4.490000000000023,80.925,99394.75,101686.25,0.0
2013-01-26 21:00:00+00:00,3.812500000000021,84.725,99366.0,101657.75,0.2
2013-01-27 00:00:00+00:00,3.845000000000023,85.45,99208.75,101494.5,2.0
2013-01-27 03:00:00+00:00,3.760000000000024,87.325,98946.25,101228.0,19.0
2013-01-27 06:00:00+00:00,3.745000000000026,86.575,98758.25,101038.25,41.6
2013-01-27 09:00:00+00:00,5.037500000000018,82.325,98738.25,101011.0,41.0
2013-01-27 12:00:00+00:00,7.387500000000024,76.125,98740.5,101001.25,20.0
2013-01-27 15:00:00+00:00,7.917500000000023,75.275,98644.0,100908.0,21.0
2013-01-27 18:00:00+00:00,6.315000000000022,82.325,98688.25,100966.0,28.2
2013-01-27 21:00:00+00:00,5.537500000000023,87.125,98820.25,101108.5,63.40000000000002
2013-01-28 00:00:00+00:00,4.690000000000029,89.3,98997.5,101285.75,57.400000000000006
2013-01-28 03:00:00+00:00,4.532500000000023,89.425,99133.0,101424.5,40.6
2013-01-28 06:00:00+00:00,4.592307692307715,88.48717948717949,99351.02564102564,101590.51282051284,11.4
2013-01-28 09:00:00+00:00,5.760000000000024,86.625,99514.5,101789.5,7.4
2013-01-28 12:00:00+00:00,8.815000000000024,73.825,99657.5,101909.25,1.0
2013-01-28 15:00:00+00:00,9.395000000000024,70.1,99680.0,101920.0,1.4
2013-01-28 18:00:00+00:00,7.557500000000021,79.15,99714.25,101956.0,2.4000000000000004
2013-01-28 21:00:00+00:00,7.047500000000023,82.9,99726.25,101962.5,4.6000000000000005
2013-01-29 00:00:00+00:00,6.777500000000027,85.75,99732.5,101965.5,14.2
2013-01-29 03:00:00+00:00,6.8875000000000215,85.475,99737.25,101969.0,17.6
2013-01-29 06:00:00+00:00,6.8500000000000245,86.025,99701.5,101928.25,24.2
2013-01-29 09:00:00+00:00,8.005128205128225,83.94871794871794,99691.79487179487,101955.1282051282,35.6
2013-01-29 12:00:00+00:00,10.580000000000018,76.7,99779.0,101981.5,23.1
2013-01-29 15:00:00+00:00,11.495000000000024,76.125,99731.5,101928.75,11.2
2013-01-29 18:00:00+00:00,10.207500000000024,82.325,99777.75,101984.0,4.4
2013-01-29 21:00:00+00:00,9.78000000000002,82.75,99749.0,101953.75,3.0000000000000004
2013-01-30 00:00:00+00:00,9.257500000000023,83.9,99702.5,101908.75,1.7999999999999998
2013-01-30 03:00:00+00:00,9.167500000000022,83.9,99611.25,101817.75,10.8
2013-01-30 06:00:00+00:00,8.785000000000023,85.825,99600.75,101808.5,15.8
2013-01-30 09:00:00+00:00,10.27250000000002,82.575,99664.75,101857.75,10.2
2013-01-30 12:00:00+00:00,13.612820512820536,71.2051282051282,99718.97435897436,101901.28205128205,9.2
2013-01-30 15:00:00+00:00,13.74750000000002,69.4,99771.5,101946.5,20.4
2013-01-30 18:00:00+00:00,10.98250000000002,76.8,100022.5,102219.5,17.2
2013-01-30 21:00:00+00:00,9.46500000000002,81.125,100227.75,102436.5,3.4000000000000004
2013-01-31 00:00:00+00:00,8.227500000000026,84.45,100326.25,102542.75,0.2
2013-01-31 03:00:00+00:00,7.097500000000023,87.475,100271.0,102494.25,0.2
2013-01-31 06:00:00+00:00,7.037500000000021,86.975,100208.5,102431.5,0.0
2013-01-31 09:00:00+00:00,9.007500000000029,82.8,100217.0,102421.75,1.7999999999999998
2013-01-31 12:00:00+00:00,12.40250000000002,72.625,100179.75,102362.0,4.4
2013-01-31 15:00:00+00:00,12.480000000000024,71.5,100070.25,102256.75,2.6
2013-01-31 18:00:00+00:00,10.70750000000002,78.95,100077.5,102275.0,3.2
2013-01-31 21:00:00+00:00,9.857500000000025,82.7,100042.0,102245.0,1.6
2013-02-01 00:00:00+00:00,9.085000000000026,84.9,99867.0,102078.25,7.800000000000001
2013-02-01 03:00:00+00:00,8.64250000000002,87.2,99560.25,101781.0,20.8
2013-02-01 06:00:00+00:00,8.54500000000002,88.05,99206.5,101432.5,38.4
2013-02-01 09:00:00+00:00,9.64500000000002,87.875,98932.25,101159.25,37.6
2013-02-01 12:00:00+00:00,11.155000000000026,81.95,98610.25,100833.5,35.80000000000001
2013-02-01 15:00:00+00:00,11.28750000000002,81.35,98270.0,100498.5,57.0
2013-02-01 18:00:00+00:00,9.847500000000023,83.425,98081.75,100329.25,70.8
2013-02-01 21:00:00+00:00,8.500000000000025,86.125,98000.25,100273.0,63.60000000000001
2013-02-02 00:00:00+00:00,7.360000000000021,84.775,98020.0,100323.75,52.0
2013-02-02 03:00:00+00:00,6.047500000000025,86.2,98135.25,100457.0,44.400000000000006
2013-02-02 06:00:00+00:00,5.532500000000022,83.675,98306.5,100641.75,22.599999999999994
2013-02-02 09:00:00+00:00,5.507500000000019,79.575,98548.0,100882.75,13.4
2013-02-02 12:00:00+00:00,6.370000000000021,72.0,98733.25,101066.0,10.2
2013-02-02 15:00:00+00:00,6.275000000000024,65.725,98897.5,101230.0,10.2
2013-02-02 18:00:00+00:00,4.407692307692325,69.61538461538461,99273.58974358976,101569.23076923077,12.8
2013-02-02 21:00:00+00:00,3.370000000000016,71.15,99487.0,101825.0,7.2
2013-02-03 00:00:00+00:00,2.427500000000022,72.1,99718.75,102054.0,0.8
2013-02-03 03:00:00+00:00,1.9525000000000217,73.65,99886.25,102215.5,0.0
2013-02-03 06:00:00+00:00,1.7950000000000244,74.775,100034.25,102352.75,0.4
2013-02-03 09:00:00+00:00,3.035000000000021,71.525,100212.0,102511.75,0.2
2013-02-03 12:00:00+00:00,5.712500000000022,62.275,100207.75,102483.75,0.0
2013-02-03 15:00:00+00:00,6.407500000000023,63.475,100110.25,102376.25,0.2
2013-02-03 18:00:00+00:00,5.117500000000026,73.025,100173.5,102439.75,4.6
2013-02-03 21:00:00+00:00,4.971794871794898,78.84615384615384,100143.58974358976,102422.82051282052,5.000000000000001
2013-02-04 00:00:00+00:00,5.379487179487203,80.84615384615384,100123.07692307692,102336.41025641024,6.6000000000000005
2013-02-04 03:00:00+00:00,5.865000000000023,83.125,99975.25,102228.5,7.400000000000001
2013-02-04 06:00:00+00:00,6.353846153846176,86.61538461538461,99867.43589743588,102163.33333333331,9.0
2013-02-04 09:00:00+00:00,7.733333333333355,86.1025641025641,99987.17948717948,102239.7435897436,7.200000000000001
2013-02-04 12:00:00+00:00,9.83500000000002,81.125,99963.5,102190.75,3.4000000000000004
2013-02-04 15:00:00+00:00,10.312500000000025,77.275,99908.5,102130.75,5.6000000000000005
2013-02-04 18:00:00+00:00,9.075000000000022,79.5,99937.0,102162.0,8.4
2013-02-04 21:00:00+00:00,8.372500000000027,81.075,99893.25,102120.5,4.2
2013-02-05 00:00:00+00:00,7.697500000000024,83.325,99778.0,102010.25,9.4
2013-02-05 03:00:00+00:00,7.277500000000023,84.3,99523.0,101764.5,10.2
2013-02-05 06:00:00+00:00,6.82750000000002,82.5,99340.75,101586.5,34.0
2013-02-05 09:00:00+00:00,7.150000000000025,78.375,99243.75,101492.75,23.6
2013-02-05 12:00:00+00:00,7.742500000000026,74.75,99021.0,101277.25,37.39999999999999
2013-02-05 15:00:00+00:00,7.210000000000027,71.825,98748.75,101020.75,39.9
2013-02-05 18:00:00+00:00,5.462500000000022,76.85,98659.25,100950.5,47.4
2013-02-05 21:00:00+00:00,4.175000000000023,81.95,98614.25,100921.5,40.79999999999999
2013-02-06 00:00:00+00:00,3.982500000000023,82.4,98485.0,100795.5,29.8
2013-02-06 03:00:00+00:00,4.010000000000025,81.9,98273.75,100586.25,33.6
2013-02-06 06:00:00+00:00,4.005000000000021,80.975,98161.25,100478.75,22.4
2013-02-06 09:00:00+00:00,4.4950000000000285,79.925,98237.75,100552.75,31.8
2013-02-06 12:00:00+00:00,5.705000000000022,75.225,98329.0,100644.75,29.2
2013-02-06 15:00:00+00:00,5.652500000000022,73.075,98441.25,100760.75,22.4
2013-02-06 18:00:00+00:00,4.1000000000000245,76.925,98671.5,100997.5,23.0
2013-02-06 21:00:00+00:00,3.465000000000022,77.4,98900.0,101225.5,15.000000000000002
2013-02-07 00:00:00+00:00,2.795000000000023,76.2,99107.5,101437.75,12.799999999999995
2013-02-07 03:00:00+00:00,2.430000000000021,77.15,99228.75,101560.75,6.000000000000001
2013-02-07 06:00:00+00:00,1.940000000000019,78.75,99375.5,101710.5,7.0
2013-02-07 09:00:00+00:00,2.9525000000000245,74.55,99543.0,101864.5,0.8
2013-02-07 12:00:00+00:00,4.962500000000022,63.75,99585.5,101893.25,0.4
2013-02-07 15:00:00+00:00,5.087500000000023,60.925,99535.5,101837.75,2.4000000000000004
2013-02-07 18:00:00+00:00,3.375000000000022,69.625,99526.75,101832.25,6.6
2013-02-07 21:00:00+00:00,2.690000000000025,74.975,99458.0,101765.5,9.599999999999998
2013-02-08 00:00:00+00:00,1.9875000000000211,81.275,99347.0,101658.0,11.6
2013-02-08 03:00:00+00:00,1.317500000000024,83.975,99247.0,101566.5,4.6000000000000005
2013-02-08 06:00:00+00:00,1.0600000000000236,84.875,99265.75,101588.25,6.200000000000001
2013-02-08 09:00:00+00:00,2.342500000000021,81.875,99372.5,101686.0,6.6000000000000005
2013-02-08 12:00:00+00:00,4.382500000000019,71.875,99396.25,101701.0,6.2
2013-02-08 15:00:00+00:00,4.435000000000021,68.275,99416.75,101725.0,10.4
